"id","pregunta","respuesta"
"120","¿Qué ocurrió en al-Andalus durante el siglo XIII?","Durante el siglo XIII al-Andalus sufrió el avance definitivo de la Reconquista cristiana: Córdoba cayó en 1236, Valencia en 1238 y Sevilla en 1248. El reino nazarí de Granada quedó como único estado musulmán de la Península Ibérica."
"121","¿Por qué pudo el reino nazarí sobrevivir cuando el resto de al-Andalus caía?","El reino nazarí pudo sobrevivir gracias a la declaración de vasallaje de Muhammad I a Fernando III de Castilla, a su colaboración en la toma de Sevilla, a la orografía montañosa del territorio y a la hábil diplomacia de sus sultanes."
"122","¿Qué relación hubo entre los nazaríes y los meriníes del norte de África?","Los nazaríes establecieron relaciones diplomáticas y militares con los meriníes del norte de África durante el siglo XIII y XIV, utilizando ese apoyo para reforzar su posición frente a los reinos cristianos y para atraer recursos materiales y humanos para la construcción de la Alhambra."
"123","¿Qué significó para la cultura islámica la caída de al-Andalus en el siglo XIII?","La caída de las grandes ciudades de al-Andalus en el siglo XIII supuso la llegada masiva de refugiados, intelectuales y artesanos al reino nazarí de Granada, lo que contribuyó a un florecimiento cultural y artístico extraordinario que se reflejó en la construcción de la Alhambra."
"124","¿Qué relación hubo entre los nazaríes y los castellanos en el siglo XIII?","En el siglo XIII la relación entre nazaríes y castellanos fue de vasallaje y colaboración militar intermitente. Muhammad I colaboró con Fernando III en la toma de Sevilla y mantuvo una paz relativa que permitió el desarrollo arquitectónico inicial de la Alhambra."
"125","¿Qué se puede ver hoy donde estaba el palacio nazarí del Parador?","Hoy el Parador Nacional ocupa el edificio del antiguo convento de San Francisco. Aunque el palacio nazarí fue muy transformado, algunos elementos originales se conservan integrados en la estructura del Parador, especialmente el paso de la Acequia Real."
"126","¿Por qué eligieron los Reyes Católicos el convento de San Francisco para ser enterrados?","Los Reyes Católicos eligieron el convento de San Francisco de la Alhambra como primera sepultura porque fue el primer convento fundado tras la conquista de Granada en 1492, en el lugar de un palacio nazarí dentro del propio recinto de la Alhambra."
"127","¿Qué tipo de inscripciones tienen los palacios del siglo XIII?","Los palacios del siglo XIII tienen inscripciones epigráficas en escritura cúfica y cursiva, con fórmulas de bendición y textos religiosos, pero todavía sin el lema nazarí ni los grandes poemas monumentales que caracterizarán los palacios del siglo XIV."
"128","¿Por qué no tiene poemas el Partal del siglo XIII?","El Partal tiene poemas porque fue construido por Muhammad III (1302-1309), que ya contaba con Ibn al-Yayyab como poeta áulico. Es una transición entre los palacios sin poemas del siglo XIII temprano y la gran tradición poética del siglo XIV."
"129","¿Cuándo empezaron a grabarse poemas en los muros de la Alhambra?","Los primeros poemas grabados en los muros de la Alhambra datan de principios del siglo XIV, bajo Muhammad III, con las composiciones de Ibn al-Yayyab en el Partal. La gran tradición de poesía monumental se desarrolla plenamente en el siglo XIV."
"130","¿Qué función tenía el Generalife en el siglo XIII?","En el siglo XIII el Generalife era una almunia o residencia campestre de los sultanes, con jardines, huertas de labranza y corrales para animales. Su función era proporcionar un espacio de recreo y descanso apartado de la vida oficial del palacio."
"131","¿Qué cultivos había en el Generalife original?","El Generalife original tenía huertas de labranza con frutales, cultivos y corrales para animales. Era una explotación agrícola palaciega, modelo del jardín productivo islámico que combinaba el recreo estético con la producción de alimentos para la corte."
"132","¿Cuándo dejó el Generalife de ser solo una almunia agrícola?","El Generalife fue transformado de almunia agrícola en residencia palatina de representación por el sultán Isma'il I en 1319, cuando le dio una nueva fisonomía añadiendo la torre con salón mirador y un rico programa poético arquitectónico."
"133","¿Cuál es el edificio del siglo XIII más importante de la Alhambra?","El edificio del siglo XIII más importante de la Alhambra es el Palacio del Partal, por ser el único de esa época que se conserva en alzado y en planta, con su pórtico, alberca, Torre de las Damas y las pinturas murales de la casa adyacente."
"134","¿Qué hubiera sido la Alhambra sin los palacios del siglo XIII?","Sin los palacios del siglo XIII no existiría la ciudad palatina que conocemos. Muhammad I estableció la base militar e hidráulica, Muhammad II el primer desarrollo palatino, y Muhammad III los primeros edificios representativos, sentando las bases para la Alhambra del siglo XIV."
"135","¿Qué es lo más sorprendente de los palacios del siglo XIII en la Alhambra?","Lo más sorprendente es que, pese a su relativa modestia respecto a los del siglo XIV, ya contienen todos los elementos esenciales de la arquitectura nazarí: el patio con alberca, la qubba, los jardines con agua, la cerámica, las yeserías y el programa epigráfico."
"136","¿Se parecen los palacios del siglo XIII de la Alhambra a los palacios de otras culturas medievales?","Los palacios del siglo XIII de la Alhambra no se parecen a los castillos medievales europeos. Son arquitectura palatina islámica, con patios abiertos, agua en el centro, decoración de yesería y cerámica, y una concepción del espacio centrada en el interior y en la naturaleza."
"137","¿Cuál es la herencia más duradera de los palacios del siglo XIII en la historia del arte?","La herencia más duradera de los palacios del siglo XIII es el modelo del patio con alberca rodeado de pórticos, que alcanzará su expresión más perfecta en el Patio de Arrayanes y el Patio de los Leones del siglo XIV, influyendo en la arquitectura de todo el mundo islámico y en el arte mudéjar español."
"138","¿Qué es una almunia en la arquitectura andalusí?","Una almunia es una finca o residencia rural de recreo situada en las afueras de una ciudad, con jardines, huertas y edificios de recreo. El Generalife de la Alhambra es el ejemplo más conocido de almunia nazarí."
"139","¿Qué es un mihrab?","El mihrab es el nicho en el muro de la quibla de una mezquita que indica la dirección de La Meca hacia donde deben orientarse los fieles para rezar. La Mezquita Mayor de la Alhambra tenía un mihrab saliente según las fuentes históricas."
"140","¿Qué es la quibla?","La quibla es la dirección hacia La Meca a la que deben orientarse los musulmanes para rezar. En las mezquitas, el muro de la quibla es el que contiene el mihrab y determina la orientación del edificio."
"141","¿Qué es un ataurique en la decoración de la Alhambra?","El ataurique es una decoración vegetal estilizada con hojas de acanto y palmetas entrelazadas, de origen clásico adaptado por el arte islámico. Aparece en las yeserías de los palacios nazaríes del siglo XIII y alcanza una gran complejidad en los del siglo XIV."
"142","¿Qué son los capiteles cúbicos de la Alhambra?","Los capiteles cúbicos son un tipo de capitel con forma de cubo o caja, decorado con atauriques y con un cimacio sobre el que descansan los arcos. Son característicos de la arquitectura nazarí y aparecen ya en los palacios del siglo XIII."
"143","¿Qué es un aljibe en la Alhambra?","Un aljibe es un depósito subterráneo para almacenar agua de lluvia o procedente de la Acequia Real. En la Alhambra había aljibes en la Alcazaba, en los palacios y en el barrio artesanal para asegurar el suministro en caso de asedio o sequía."
"144","¿Qué es un andén en la arquitectura nazarí?","El andén es el paseo perimetral de piedra o ladrillo que rodea la alberca de los patios nazaríes. En el Partal Alto el andén rodeaba la alberca de 6,18 por 27,45 metros, permitiendo el paseo alrededor del estanque."
"145","¿Qué es un palacio de crucero?","Un palacio de crucero es aquel cuyo patio está dividido por cuatro canales de agua que confluyen en una fuente central, como el jardín islámico del paraíso. El Patio de la Acequia del Generalife y el Patio de los Leones son ejemplos de este modelo."
"146","¿Qué son los pisos altos de los palacios del siglo XIII?","Los palacios del siglo XIII tenían plantas altas sobre las salas principales, usadas como mirador privado o como estancias de carácter más íntimo. La Torre del Peinador de la Reina y el Partal tienen ejemplos de este tipo de organización."
"147","¿Qué es la decoración epigráfica de la Alhambra?","La decoración epigráfica de la Alhambra consiste en textos árabes grabados o pintados en las superficies de los edificios: versículos coránicos, el lema nazarí, poemas y fórmulas de bendición. En el siglo XIII predominan el cúfico y la cursiva con fórmulas religiosas."
"148","¿Qué es la escritura cúfica?","La escritura cúfica es una forma angulosa y monumental de la escritura árabe, usada frecuentemente en inscripciones arquitectónicas. En la Alhambra aparece en los zócalos de alicatado y en los frisos más tectónicos de los palacios del siglo XIII y XIV."
"149","¿Qué es la escritura cursiva en la Alhambra?","La escritura cursiva árabe es la forma redondeada y fluida de la escritura árabe, usada en los textos poéticos de la Alhambra. Ibn al-Yayyab, Ibn al-Jatib e Ibn Zamrak usaron la cursiva para sus poemas grabados en las yeserías de los palacios."
"150","¿Qué son los panegíricos de la Alhambra?","Los panegíricos de la Alhambra son poemas que ensalzan la figura del sultán, su linaje, su valor y su generosidad, escritos por los poetas-visires del Diwan al-Insa. Se grababan en los muros de los palacios como parte del programa decorativo y simbólico del edificio."
"151","¿Qué es el Yabal al-Arus?","El Yabal al-Arus, que significa Monte de la Novia en árabe, es el nombre árabe del Cerro del Sol, la colina contigua a la Sabika por la que pasa la Acequia Real y donde se construyó el Generalife. Comparte nombre con el monte que acogió a Madinat al-Zahra cerca de Córdoba."
"152","¿Qué tipo de fuentes había en los palacios del siglo XIII?","Los palacios del siglo XIII ya contaban con fuentes y surtidores de agua integrados en los patios y jardines. Muhammad III tuvo en su palacete del Nayd una fuente con leones, antecedente de la famosa Fuente de los Leones del siglo XIV."
"153","¿Qué es un sótano en las torres de la Alhambra?","Los sótanos o matmuras de las torres de la Alhambra servían como silos para almacenar grano o como mazmorras para prisioneros. Se accedía a ellos desde la planta superior, lo que los hacía seguros y difíciles de forzar."
"154","¿Qué queda de la Mezquita Mayor de la Alhambra?","De la Mezquita Mayor construida por Muhammad III en 1303 queda una lámpara de bronce con lema nazarí y fecha de fundición de 1305, conservada en el Museo Arqueológico Nacional. El edificio fue demolido en 1576 y sustituido por la Iglesia de Santa María de la Alhambra."
"155","¿Qué es la Iglesia de Santa María de la Alhambra?","La Iglesia de Santa María de la Alhambra fue construida en el siglo XVII sobre parte del solar de la antigua Mezquita Mayor de la Alhambra, que Muhammad III había levantado en 1303. Es el edificio religioso principal del recinto."
"156","¿Qué importancia tiene la alberca en los palacios nazaríes del siglo XIII?","La alberca tiene una importancia central en los palacios nazaríes del siglo XIII porque actúa como eje compositivo del patio, refleja el pórtico amplificando el espacio, proporciona frescor al conjunto y conecta con el simbolismo islámico del agua como elemento del Paraíso."
"157","¿Qué es el camino de ronda en la Alhambra?","El camino de ronda es el paseo sobre las murallas de la Alhambra desde el que los soldados vigilaban el exterior y podían moverse entre las torres. En el Palacio de Abencerrajes del siglo XIII, el camino de ronda discurría bajo la qubba de la torre palatina."
"158","¿Qué relación tiene el Partal con el Palacio de los Leones?","El Partal y el Palacio de los Leones comparten el eje compositivo del patio con alberca y pórtico, pero a escalas muy distintas. El Partal del siglo XIII es el precedente modesto del que el Palacio de los Leones del siglo XIV es la versión monumental y perfeccionada."
"159","¿Cuántos palacios se construyeron en la Alhambra durante el siglo XIII?","Durante el siglo XIII se construyeron al menos cuatro conjuntos palatinos en la Alhambra: el Partal Alto de Muhammad II, el Palacio del Partal y el palacete del Nayd de Muhammad III, y el Palacio de Abencerrajes y el palacio del entorno del exconvento de San Francisco, atribuidos a esta época."
"160","¿Qué es la Torre de Abu l-Yuyus?","La Torre de Abu l-Yuyus es el nombre original de la Torre del Peinador de la Reina, construida por el príncipe Nasr (1309-1314). Su nombre hace referencia al propio Nasr, cuya kunya o nombre honorífico era Abu l-Yuyus."
"161","¿Por qué Yusuf I cambió el nombre de la Torre de Abu l-Yuyus?","Yusuf I sustituyó el nombre de Abu l-Yuyus Nasr por el suyo propio, Abu l-Hayyay, en la inscripción conmemorativa bajo el arrocabe de madera de la entrada, afirmando así su autoridad sobre el edificio y borrando la memoria de su predecesor."
"162","¿Qué función tenía la Torre del Peinador de la Reina en época nazarí?","En época nazarí la Torre del Peinador de la Reina era una torre mirador o alhanía, una sala con vistas al exterior utilizada con función privada y de recreo. Tenía ventanas bajas con celosías y una armadura ataujerada policromada en el techo."
"163","¿Qué es una celosía en la arquitectura de la Alhambra?","Una celosía es una pantalla de madera o yeso con calados geométricos que cubre las ventanas de los palacios nazaríes. Permite la circulación del aire y la entrada de luz filtrada mientras protege la privacidad de los interiores."
"164","¿Qué es el adarve de la Alhambra?","El adarve es el camino de ronda sobre las murallas de la Alhambra. La Torre del Peinador de la Reina está construida sobre el adarve que viene desde la Torre de Comares, integrando la función palatina en el sistema defensivo de las murallas."
"165","¿Qué significa que un palacio esté adosado a la muralla?","Que un palacio esté adosado a la muralla significa que aprovecha el muro defensivo como una de sus paredes, integrando la función palatina con la defensiva. Es una solución habitual en la arquitectura nazarí del siglo XIII."
"166","¿Qué es el andén perimetral del Partal?","El andén perimetral del Partal es el camino de piedra que rodea la alberca del palacio. Permite pasear alrededor del estanque y disfrutar del reflejo del pórtico y la torre en el agua desde distintos ángulos."
"167","¿Qué jardines se hicieron en torno al Partal después del siglo XIII?","Los jardines actuales del Partal fueron creados o reformados en distintas épocas, incluyendo intervenciones en el siglo XX. Sin embargo, su diseño respeta en líneas generales la topografía original del siglo XIII y la distribución de los palacios que allí existieron."
"168","¿Qué colores predominaban en la decoración interior de los palacios del siglo XIII?","Los colores predominantes en la decoración interior de los palacios del siglo XIII eran el verde, el rojo y el azul, aplicados sobre yeserías, cerámica y madera. Estos colores tienen un significado simbólico en la tradición islámica: el verde del paraíso, el rojo de la sangre y el poder, y el azul del cielo."
"169","¿Se puede entrar en la Torre de las Damas del Partal?","Sí, la Torre de las Damas es visitable. En su interior se conservan restos de la decoración original de yesería y un sencillo programa epigráfico con poemas de Ibn al-Yayyab. Desde su piso superior se contempla una vista privilegiada del Partal y del Albaicín."
"170","¿Qué relación tiene el Partal con el río Darro?","El Partal se sitúa en el extremo oriental del recinto de la Alhambra, en el punto en que la muralla se aproxima al río Darro. Desde la Torre de las Damas se contempla una vista privilegiada sobre el cauce del Darro y el barrio del Albaicín."
"171","¿Qué es el palacio del almotacén del Secano?","El palacio del almotacén es una amplia vivienda encontrada en el barrio artesanal del Secano de la Alhambra, con alberca alargada en el patio y baño. Su nombre hace referencia al almotacén, el funcionario encargado de supervisar los mercados y los pesos y medidas."
"172","¿Qué es un almotacén?","El almotacén era el funcionario del gobierno islámico encargado de supervisar los mercados, controlar los pesos y medidas y velar por el orden en el espacio comercial urbano. La existencia de un palacio del almotacén en el Secano confirma la complejidad administrativa de la ciudad palatina de la Alhambra."
"173","¿Qué relación hay entre los palacios del siglo XIII y la Acequia Real?","Los palacios del siglo XIII de la Alhambra solo pudieron construirse gracias a la Acequia Real de Muhammad I, que suministraba el agua necesaria para las albercas, los baños, los jardines y el abastecimiento doméstico de todos los edificios del conjunto."
"174","¿Cuántas albercas había en la Alhambra del siglo XIII?","En la Alhambra del siglo XIII había varias albercas repartidas entre los distintos palacios: la del Partal Alto, la del Palacio de Abencerrajes, la del palacio del entorno del exconvento de San Francisco, y posiblemente otras en el Partal y el Generalife."
"175","¿Qué relación hay entre los palacios del siglo XIII y el Palacio de Comares?","Los palacios del siglo XIII establecieron el esquema compositivo que el Palacio de Comares llevaría a su máxima expresión en el siglo XIV: el patio con alberca rectangular, el pórtico de columnas y la sala principal o qubba como espacio de representación del sultán."
"176","¿Qué es una casida en el contexto de la Alhambra?","Una casida es una composición poética árabe de forma métrica clásica. En la Alhambra, las casidas compuestas por los poetas-visires se grababan en las paredes de los palacios, describiendo los edificios, exaltando al sultán y evocando el Paraíso islámico."
"177","¿Por qué la Alhambra del siglo XIII es menos conocida que la del siglo XIV?","La Alhambra del siglo XIII es menos conocida porque muchos de sus edificios fueron sustituidos o transformados por los grandes palacios del siglo XIV. Lo que la mayoría de los visitantes ve hoy, el Palacio de Comares y el Palacio de los Leones, fue construido un siglo después de los primeros palacios nazaríes."
"178","¿Cuál es el primer poema que se conoce grabado en la Alhambra?","Los primeros poemas conocidos grabados en los muros de la Alhambra son las composiciones de Ibn al-Yayyab en el Palacio del Partal, construido por Muhammad III a principios del siglo XIV. Son el punto de partida de la gran tradición de poesía monumental nazarí."
"179","¿Qué importancia cultural tuvo el siglo XIII para la Alhambra?","El siglo XIII fue el período fundacional de la Alhambra en todos los sentidos: se estableció la fortaleza militar, se construyeron los primeros palacios, se trajo el agua con la Acequia Real, se creó el Diwan al-Insa y se iniciaron las tradiciones artísticas y poéticas que definirían la identidad de la Alhambra."
"180","¿Qué es la decoración de lacería en la Alhambra?","La lacería es un sistema decorativo geométrico basado en la repetición y entrecruzamiento de cintas o lazos que forman estrellas y polígonos. Aparece en los alicatados, las yeserías y los techos de madera de los palacios nazaríes desde el siglo XIII."
"181","¿Qué es un alicatado en la arquitectura nazarí?","El alicatado es el revestimiento de los zócalos de los palacios con piezas de cerámica cortadas y ensambladas formando diseños geométricos de lacería. Es uno de los elementos más característicos de la arquitectura nazarí y aparece desde los primeros palacios del siglo XIII."
"182","¿Qué función tenía el baño árabe en los palacios del siglo XIII?","El baño árabe o hammam era un espacio fundamental en la vida cortesana islámica, utilizado para la higiene personal, la socialización y el descanso. Los palacios del siglo XIII de la Alhambra ya contaban con baños propios, como el del Partal Alto y el del Palacio de Abencerrajes."
"183","¿Qué es un fuste de columna en la Alhambra?","El fuste es el cuerpo cilíndrico de la columna, situado entre la base y el capitel. En los palacios del siglo XIII los fustes son de mármol blanco y relativamente robustos; en los del siglo XIV se vuelven más esbeltos y delgados, acentuando la sensación de ligereza de los pórticos."
"184","¿Cuál era el papel del sultán en la construcción de los palacios?","El sultán era el promotor y en algunos casos el diseñador de los palacios de la Alhambra. Ibn Asim al-Garnati relata que Muhammad V ideó personalmente el Palacio de los Alijares sin seguir ningún modelo, lo que sugiere que los sultanes participaban activamente en el proceso creativo."
"185","¿Qué pasó con la poesía de la Alhambra tras la conquista de 1492?","Tras la conquista de 1492 los poemas grabados en los muros de la Alhambra dejaron de componerse. Sin embargo, los existentes se conservaron y han sido estudiados y traducidos desde el siglo XIX, permitiendo recuperar el significado simbólico de los espacios palatinos."
"186","¿Qué relación tienen los palacios del siglo XIII con la tradición persa?","Los palacios del siglo XIII heredan la tradición del jardín persa del chahar bagh, el jardín cuadripartito con agua en el centro y los cuatro ríos del paraíso, transmitida a través de la arquitectura omeya, abbasí y andalusí anterior."
"187","¿Qué es el Arco de los Pesos en relación con la Alhambra?","El Arco de los Pesos, también llamado Puerta Nueva, es una puerta de la cerca de Granada del siglo XI. Ibn al-Jatib la menciona en relación con el recinto amurallado de la ciudad, que llegaba hasta las proximidades de la colina de la Sabika."
"188","¿Qué ciudades de al-Andalus inspiraron la arquitectura de la Alhambra del siglo XIII?","La arquitectura de la Alhambra del siglo XIII fue inspirada por los palacios de Madinat al-Zahra en Córdoba, la Aljafería en Zaragoza y los palacios almohades de Sevilla y Marrakech, de cuya tradición constructiva tomó el esquema del patio con alberca y la qubba."
"189","¿Qué significa el siglo XIII para el patrimonio cultural de Granada?","El siglo XIII es el período fundacional del patrimonio cultural de Granada tal como lo conocemos hoy. En ese siglo se estableció el reino nazarí, se fundó la Alhambra, se construyeron los primeros palacios y se iniciaron las tradiciones artísticas y poéticas que definirían la identidad de la ciudad."
"190","¿Qué diferencia hay entre el Generalife y los palacios del interior de la Alhambra?","El Generalife estaba extramuros de la Alhambra, en el Cerro del Sol, y tenía una función de recreo y descanso, con jardines y huertas. Los palacios del interior de la Alhambra estaban intramuros y tenían una función oficial, administrativa y de representación del sultanato."
"191","¿Qué es una almunia nazarí?","Una almunia nazarí es una residencia campestre de recreo situada en las afueras del recinto principal de la Alhambra, con jardines, huertas y edificios de recreo. El Generalife, Dar al-Arusa y los Alijares son los ejemplos más conocidos de almunias nazaríes."
"192","¿Qué relación tiene Dar al-Arusa con el siglo XIII de la Alhambra?","Dar al-Arusa, la Casa de la Novia, fue una de las almunias reales nazaríes situadas en el Cerro del Sol, abastecidas por la Acequia Real que Muhammad I construyó en el siglo XIII. Su desarrollo arquitectónico principal corresponde al siglo XIV."
"193","¿Cuántas almunias tenía la Alhambra?","La Alhambra tenía varias almunias reales en el Cerro del Sol: el Generalife, Dar al-Arusa o Casa de la Novia, los Alijares y posiblemente otras de menor entidad. Todas estaban abastecidas por la Acequia Real construida por Muhammad I."
"194","¿Qué es el Mawrur en relación a la Alhambra?","El Mawrur, también llamado Torres Bermejas, es un fortín situado al sur de la colina de la Alhambra, en el monte Mauror. Está abastecido también por la Acequia Real de Muhammad I y es uno de los elementos defensivos más antiguos del sistema de la Alhambra."
"195","¿Qué son las Torres Bermejas?","Las Torres Bermejas son un fortín de época medieval situado en el monte Mauror, al sur de la colina de la Alhambra. Su nombre hace referencia al color rojo de su fábrica y es uno de los elementos del sistema defensivo mencionados como parte del conjunto abastecido por la Acequia Real."
"196","¿Qué es la Bab al-Faray?","La Bab al-Faray es la Puerta de la Alegría de la Alhambra, que comunicaba el recinto de los palacios con el camino al Generalife y las almunias del Cerro del Sol. A ella estaban conectados el Partal Alto y la primera construcción del Generalife."
"197","¿Qué sabemos del palacio del Nayd de Muhammad III?","Del palacete que Muhammad III construyó en el Nayd, la ladera meridional de la Sabika, sabemos que tenía qubba, alberca y fuente con leones por los poemas de Ibn al-Yayyab e Ibn Zamrak que lo describían. El edificio desapareció sustituido por construcciones posteriores."
"198","¿Cuándo fue demolido el Partal Alto?","El Partal Alto fue demolido hacia 1734-1735, en el siglo XVIII. De él solo quedan huellas en planta que los arqueólogos han podido identificar en las excavaciones realizadas en el área del Partal de la Alhambra."
"199","¿Qué importancia tiene el siglo XIII para la poesía árabe?","El siglo XIII fue el período en el que se estableció la tradición de poesía monumental en la Alhambra, con la creación del Diwan al-Insa por Muhammad II y las primeras composiciones de Ibn al-Yayyab en el Partal. Esta tradición alcanzaría su cima con los poemas de Ibn Zamrak en el siglo XIV."
"200","¿Qué era el doble baño del Palacio de Abencerrajes?","El doble baño del Palacio de Abencerrajes consistía en dos baños árabes construidos en distintas épocas: uno del siglo XIII, de la primera fase de construcción del palacio, y otro del siglo XIV, añadido en una reforma posterior."
